Name,Team,IP,GB%,HR/FB,LD%,GB%,FB%,FB%,FBv,SL%,SLv,CT%,CTv,CB%,CBv,CH%,CHv,SF%,SFv,KN%,KNv,XX%,LD%,GB%,FB%,IFFB%,ERA-,FIP-,xFIP-,NameASCII,PlayerId,MLBAMID
"Joel Hanrahan","WSN",49.1,0.30769231,0.13043478,0.25,0.30769231,0.44230769,0.68061224,91.73504274,0.20408163,82.4375,,,,,0.11530612,81.83505155,,,,,0.01209677,0.25,0.30769231,0.44230769,0.13043478,141.22546152065053,141.88918894822712,123.05601004951056,"Joel Hanrahan",2186,430629
"Raúl Alcántara","OAK",37.1,0.453125,0.25531915,0.1796875,0.453125,0.3671875,0.64530551,94,0.05812221,87.15384615,0.07004471,88.76595745,0.0342772,81.30434783,0.19225037,85.58139535,,,,,,0.1796875,0.453125,0.3671875,0.06382979,174.1249349326209,175.32266354134276,123.07374737424384,"Raul Alcantara",12790,593417
"Tommy Henry","ARI",134.2,0.37439614,0.12359551,0.19565217,0.37439614,0.42995169,0.51346332,91.06781193,0.15088208,84.40615385,,,0.17595172,79.62005277,0.15970288,84.19186047,,,,,0.00278552,0.19565217,0.37439614,0.42995169,0.10674157,108.3118670274817,128.16497407036528,123.08299954426772,"Tommy Henry",26285,674072
"A.J. Cole","WSN",93.2,0.36879433,0.13740458,0.16666667,0.36879433,0.46453901,0.56033453,92.04264392,0.24193548,83.32345679,,,0.12724014,77.73239437,0.07048984,85.09322034,,,,,0.00534759,0.16666667,0.36879433,0.46453901,0.10687023,128.87720216081837,124.58587657272626,123.12195270544352,"A.J. Cole",11467,595918
"Matthew Liberatore","STL",78.2,0.40769231,0.08602151,0.23461538,0.40769231,0.35769231,0.55672269,93.70062893,0.11414566,85.94478528,,,0.22689076,75.49382716,0.1022409,86.65753425,,,,,,0.23461538,0.40769231,0.35769231,0.11827957,138.25737750602073,112.52577040396777,123.12501838397237,"Matthew Liberatore",22294,669461
"Kris Johnson","- - -",15.1,0.43396226,0.15384615,0.32075472,0.43396226,0.24528302,0.65909091,91.61691542,0.14285714,83.04651163,0.01948052,83.33333333,0.02272727,75.57142857,0.15584416,84.04166667,,,,,,0.32075472,0.43396226,0.24528302,0.07692308,187.43064966184735,138.69013182967393,123.15179795401,"Kris Johnson",886,453241
"Ronel Blanco","HOU",38,0.37254902,0.2244898,0.14705882,0.37254902,0.48039216,0.42857143,94.40217391,0.43944099,87.96113074,,,0.01552795,79.3,0.11645963,85.41333333,,,,,0.00309598,0.14705882,0.37254902,0.48039216,0.10204082,111.50224402620367,163.60965978435203,123.1756200415181,"Ronel Blanco",19407,669854
"Taylor Widener","ARI",61,0.34131737,0.16455696,0.18562874,0.34131737,0.47305389,0.65451056,92.49560117,0.17658349,83.92934783,,,,,0.16890595,85.61363636,,,,,0.00767754,0.18562874,0.34131737,0.47305389,0.06329114,101.56883654702762,139.38012562936336,123.2512270294363,"Taylor Widener",19266,642203
"Luis L. Ortiz","PIT",84,0.48339483,0.13636364,0.19188192,0.48339483,0.32472325,0.55007153,96.57737321,0.33190272,86.16810345,0.00214592,92.33333333,,,0.11587983,89.67901235,,,,,,0.19188192,0.48339483,0.32472325,0.05681818,114.8121910971159,126.58008412078361,123.35350491050387,"Luis L. Ortiz",27646,682847
"Matt Koch","ARI",88,0.43706294,0.19191919,0.21678322,0.43706294,0.34615385,0.41685649,91.34608379,,,0.27790433,89.62568306,0.14806378,79.77948718,0.1571754,85.3236715,,,,,0.0015186,0.21678322,0.43706294,0.34615385,0.12121212,107.3883086911597,150.18432224812514,123.40964272222041,"Matt Koch",13420,571863
"Rob Whalen","- - -",30,0.43181818,0.15625,0.20454545,0.43181818,0.36363636,0.6598513,89.05367232,0.21003717,80.62831858,,,0.05390335,75.24137931,0.07620818,82.3902439,,,,,0.0037037,0.20454545,0.43181818,0.36363636,0.09375,165.79006105167267,135.5916564808646,123.41540973450486,"Rob Whalen",14165,547007
"Keyvius Sampson","CIN",60.1,0.4,0.09090909,0.215,0.4,0.385,0.61212625,92.28590971,0.14036545,86.88095238,,,0.14119601,76.76470588,0.10631229,84.62204724,,,,,0.00082988,0.215,0.4,0.385,0.15584416,147.51647313719351,111.1953517097702,123.4214900279678,"Keyvius Sampson",10039,572102
"Adam Ottavino","STL",14.1,0.35294118,0.23529412,0.31372549,0.35294118,0.33333333,0.74524715,92.50526316,0.11406844,83.2,,,,,0.14068441,85.16129032,,,,,0.0112782,0.31372549,0.35294118,0.33333333,0.05882353,192.47064375892333,181.64200537044215,123.55554009696644,"Adam Ottavino",1247,493603
"Joel De La Cruz","ATL",46,0.44025157,0.1509434,0.22641509,0.44025157,0.33333333,0.54794521,91.26,0.23150685,85.81065089,,,,,0.22054795,84.34161491,,,,,,0.22641509,0.44025157,0.33333333,0.05660377,122.57993457551663,135.86012424528892,123.94529055032287,"Joel De La Cruz",12825,503444
"Phil Klein","- - -",16.1,0.36842105,0.125,0.21052632,0.36842105,0.42105263,0.5709571,90.9132948,0.26732673,84.91358025,,,0.04620462,79.71428571,0.11551155,84.45714286,,,,,0.00328947,0.21052632,0.36842105,0.42105263,0.125,158.3938485144349,124.98583950820226,124.0050393555292,"Phil Klein",12675,607309
"James Russell","- - -",22.1,0.40243902,0.19444444,0.15853659,0.40243902,0.43902439,0.52618454,87.04830918,0.26433915,78.7032967,0.0074813,86.66666667,0.06483791,74.15384615,0.13715711,79.78181818,,,,,0.01231527,0.15853659,0.40243902,0.43902439,0.05555556,193.37620079658507,176.24439272114708,124.11203437063534,"James Russell",4089,460701
"Hogan Harris","OAK",30,0.36,0.15217391,0.18,0.36,0.46,0.47013487,92.26229508,,,0.20038536,90.42307692,0.12524085,75.41538462,0.20423892,79.80188679,,,,,,0.18,0.36,0.46,0.13043478,190.21871258502222,139.562101712819,124.16658062312598,"Hogan Harris",21520,663687
"Mike Wright Jr.","BAL",111,0.39226519,0.15602837,0.21823204,0.39226519,0.38950276,0.68904594,93.0014652,0.17465926,82.47687861,0.02019182,88.94871795,0.02624937,77.17647059,0.08985361,80.5,,,,,0.00352113,0.21823204,0.39226519,0.38950276,0.11347518,153.8192072293194,133.4464833666119,124.21732068411963,"Mike Wright Jr.",12586,605541
"Mike Maroth","- - -",109.1,0.43391521,0.16,0.19201995,0.43391521,0.37406484,0.58719647,82.92841649,0.10430464,78.16167665,0.03311258,79.96296296,0.06732892,70.94339623,0.2080574,73.30529595,,,,,0.01413812,0.19201995,0.43391521,0.37406484,0.09333333,140.57774307632647,150.16380232353984,124.38218546787364,"Mike Maroth",1508,400077
"Ryan Carpenter","DET",62.1,0.35146444,0.22727273,0.28033473,0.35146444,0.36820084,0.47527473,89.92292871,0.28113553,81.19934641,,,0.11263736,76.26829268,0.13095238,82.97202797,,,,,,0.28033473,0.35146444,0.36820084,0.03409091,190.54438523451526,157.51403025670447,124.38422950189918,"Ryan Carpenter",12699,543001
"James Marvel","PIT",17.1,0.52307692,0.23529412,0.21538462,0.52307692,0.26153846,0.53776435,90.53932584,,,,,0.26283988,79.5862069,0.19939577,84.57575758,,,,,,0.21538462,0.52307692,0.26153846,0.05882353,191.40814760677378,148.95026585341665,124.48532896595744,"James Marvel",19675,621086
"Nick Martinez","- - -",463,0.41084259,0.13139932,0.20640105,0.41084259,0.38275637,0.57919195,91.33422699,0.11281786,82.77345538,0.05873241,88.68314607,0.11010714,78.66077739,0.13915064,82.3944186,,,,,0.00116039,0.20640105,0.41084259,0.38275637,0.10750853,111.74697943352511,129.08866758478302,124.56477680340507,"Nick Martinez",12730,607259
"Cesár Ramos","- - -",62.1,0.44059406,0.11594203,0.21782178,0.44059406,0.34158416,0.50872093,89.87022901,0.19476744,82.8358209,,,0.12596899,69.92248062,0.17054264,83.17714286,,,,,0.00096805,0.21782178,0.44059406,0.34158416,0.07246377,116.32988323766598,128.95938549300377,124.72255223837271,"Cesar Ramos",3357,459987
"Justin Lehr","CIN",65.1,0.39726027,0.15909091,0.20091324,0.39726027,0.40182648,0.43140965,85.56923077,0.10501419,78.99099099,0.13528855,84.39160839,0.15799432,71.34337349,,,0.17029328,80.15555556,,,0.01214953,0.20091324,0.39726027,0.40182648,0.07954545,125.55939366412825,144.86887678041202,124.78543744997384,"Justin Lehr",2163,430680
"Ryan Pepiot","LAD",49.1,0.29365079,0.11111111,0.13492063,0.29365079,0.57142857,0.54229432,94.02136752,0.16917729,87.3630137,,,,,0.28852839,86.35341365,,,,,,0.13492063,0.29365079,0.57142857,0.11111111,81.72697383115494,120.37159602399223,124.81958002469881,"Ryan Pepiot",26221,686752
"Chris Schwinden","NYM",29,0.41346154,0.11363636,0.16346154,0.41346154,0.42307692,0.50674374,89.00380228,,,0.21965318,86.41071429,0.14450867,74.64,0.12909441,81.46268657,,,,,0.01142857,0.16346154,0.41346154,0.42307692,0.11363636,174.82988903764766,131.00555285978714,124.8507341530803,"Chris Schwinden",7851,452737
"Andrew Chafin","ARI",14,0.53846154,0,0.17948718,0.53846154,0.28205128,0.6848249,90.71590909,0.18287938,80,,,,,0.13229572,81.97058824,,,,,0.00387597,0.17948718,0.53846154,0.28205128,0,100.40994435304344,97.55217572489092,124.87329735385977,"Andrew Chafin",12988,605177
"Enyel De Los Santos","PHI",14.2,0.36956522,0.2,0.30434783,0.36956522,0.32608696,0.62761506,93.61333333,0.10878661,81.76923077,,,0.10041841,76.95833333,0.16317992,86.64102564,,,,,,0.30434783,0.36956522,0.32608696,0.06666667,177.3293510470403,142.23928461719822,124.93956410786775,"Enyel De Los Santos",18403,660853
"Luis Atilano","WSN",85.2,0.40789474,0.09401709,0.20723684,0.40789474,0.38486842,0.67042254,88.40952381,0.1415493,78.16326531,,,0.03802817,72.63829787,0.15,80.43961353,,,,,0.02136458,0.20723684,0.40789474,0.38486842,0.16239316,127.97789483154301,124.25541837497238,124.9884734749266,"Luis Atilano",3802,457447
"Héctor Santiago","- - -",740.2,0.33181196,0.10875576,0.17298037,0.33181196,0.49520767,0.6147996,91.14457384,0.06935889,79.04395604,0.0618298,86.33374536,0.03931858,75.19186047,0.20328542,82.67291823,0.01140771,75.61333333,,,0.00235276,0.17298037,0.33181196,0.49520767,0.12626728,104.18004122982165,121.58830012973685,124.99068117343208,"Hector Santiago",4026,502327
"Yorman Bazardo","- - -",37.1,0.51937984,0.06666667,0.24806202,0.51937984,0.23255814,0.63391442,91.6565097,0.16164818,84,,,,,0.2044374,82.33944954,,,,,0.00786164,0.24806202,0.51937984,0.23255814,0,156.47515458989474,115.95662788013158,124.99162175216202,"Yorman Bazardo",3143,434590
"Shane Youman","PIT",42,0.38848921,0.03508772,0.20143885,0.38848921,0.41007194,0.6676259,87.06896552,0.16834532,79.22727273,,,0.01007194,73.75,0.15395683,80.02247191,,,,,0.01558074,0.20143885,0.38848921,0.41007194,0.07017544,151.25857015236454,101.58985564258822,125.02983635827236,"Shane Youman",3888,456558
"Chi Chi González","- - -",249,0.42908654,0.14869888,0.24759615,0.42908654,0.32331731,0.57325747,91.7610766,0.25699384,86.20867959,0.00213371,87,0.0625889,81.39393939,0.10502608,85.56207675,,,,,,0.24759615,0.42908654,0.32331731,0.08921933,125.59185679495135,125.18431086403405,125.14146381340667,"Chi Chi Gonzalez",14663,592346
"Konnor Pilkington","CLE",51,0.39102564,0.09836066,0.21794872,0.39102564,0.39102564,0.62943072,92.15358362,0.07196563,82.20895522,,,0.07518797,76.91428571,0.22341568,84.43269231,,,,,,0.21794872,0.39102564,0.39102564,0.09836066,116.13782963140089,120.81097842923494,125.18100445364308,"Konnor Pilkington",21453,663455
"Austin Cox","KCR",10.1,0.3030303,0.08333333,0.33333333,0.3030303,0.36363636,0.59550562,91.03773585,0.19101124,86.23529412,,,0.10674157,77.84210526,0.10674157,82.68421053,,,,,,0.33333333,0.3030303,0.36363636,0.16666667,136.32966587109655,110.17585208145857,125.18826389550676,"Austin Cox",24604,680735
"Alex Sanabia","FLA",129.1,0.36829837,0.08602151,0.1981352,0.36829837,0.43356643,0.56635422,89.79876977,0.17266897,82.92857143,,,,,0.26097681,82.0455408,,,,,0.00880196,0.1981352,0.36829837,0.43356643,0.09677419,108.27547394388706,122.83544128601062,125.21604269443705,"Alex Sanabia",5350,502253
"Ryan Feierabend","- - -",81.1,0.37541528,0.13385827,0.20265781,0.37541528,0.42192691,0.53515358,87.64572193,0.09692833,79.15151515,,,0.07098976,72.93137255,0.2668942,77.43044619,,,0.03003413,74.68181818,0.01801201,0.20265781,0.37541528,0.42192691,0.1023622,208.19762659760235,142.59945657204833,125.26158487135754,"Ryan Feierabend",6336,456387
"Erik Johnson","- - -",117.2,0.38601036,0.18300654,0.21761658,0.38601036,0.39637306,0.60831409,90.77735562,0.24203233,85.16061185,,,0.07528868,72.57055215,0.0743649,81.06832298,,,,,0.0027637,0.21761658,0.38601036,0.39637306,0.09803922,132.01469427183622,151.83697743479513,125.35661515961857,"Erik Johnson",12520,605304
"Adam Plutko","- - -",189.2,0.28217822,0.14802632,0.21617162,0.28217822,0.50165017,0.54801536,91.12857978,0.20806658,84.50461538,0.03137004,87.10204082,0.10851472,76.76696165,0.10403329,84.22153846,,,,,0.0032,0.21617162,0.28217822,0.50165017,0.12828947,116.69989447511156,128.84805656315766,125.37028368156862,"Adam Plutko",15846,592644
"Tim Melville","- - -",43.2,0.43283582,0.2826087,0.2238806,0.43283582,0.34328358,0.415,90.52108434,0.4425,83.44192635,,,0.08875,78.07042254,0.05375,83.23255814,,,,,,0.2238806,0.43283582,0.34328358,0.06521739,131.77747970011657,161.59032578772707,125.37770718551123,"Tim Melville",9149,543532
"Zeke Spruill","ARI",12.1,0.52941176,0.21428571,0.19607843,0.52941176,0.2745098,0.70135747,91.28387097,0.17647059,81.43589744,,,0.09502262,74.47619048,0.02714932,83.33333333,,,,,,0.19607843,0.52941176,0.2745098,0.21428571,169.46762569801538,168.6656246432101,125.45760900994514,"Zeke Spruill",3873,543809
"Jhony Brito","NYY",52.2,0.42352941,0.18055556,0.15294118,0.42352941,0.42352941,0.4924406,96.05701754,0.19762419,81.16393443,0.01079914,86.3,,,0.29913607,88.6534296,,,,,0.00107875,0.15294118,0.42352941,0.42352941,0.06944444,150.4780657672643,146.1523536399959,125.52493759977317,"Jhony Brito",25386,666745
"Thomas Hatch","- - -",20,0.44776119,0.24,0.17910448,0.44776119,0.37313433,0.52108434,94.33526012,0.25301205,86.78571429,,,,,0.22590361,84.41333333,,,,,,0.17910448,0.44776119,0.37313433,0.16,187.97866106429416,170.29446411380962,125.67193700316786,"Thomas Hatch",19264,641672
"Tony Santillan","CIN",16.2,0.30434783,0.14285714,0.23913043,0.30434783,0.45652174,0.48024316,94.31012658,0.43768997,84.25,,,,,0.08206687,88.37037037,,,,,,0.23913043,0.30434783,0.45652174,0.04761905,85.19575295785924,121.78626932669975,125.81003270215221,"Tony Santillan",19926,663574
"Glenn Sparkman","KCR",131.1,0.37554585,0.15846995,0.22489083,0.37554585,0.39956332,0.59680365,93.31063504,0.09817352,83.39534884,,,0.16894977,79.94324324,0.13607306,85.76430976,,,,,0.00045662,0.22489083,0.37554585,0.39956332,0.04918033,129.9829197439335,130.81660851057833,125.84813859254065,"Glenn Sparkman",15200,642098
"Donovan Hand","MIL",36.2,0.44166667,0.18367347,0.15,0.44166667,0.40833333,0.55617978,89.39393939,0.23782772,82.50393701,,,0.1835206,69.5,0.02247191,81.91666667,,,,,0.00743494,0.15,0.44166667,0.40833333,0.10204082,107.77734381471149,156.08299056974911,125.98347348585642,"Donovan Hand",8728,518764
"Brad Hand","FLA",222,0.43076923,0.10661765,0.18881119,0.43076923,0.38041958,0.66910371,91.34860154,0.02843217,84.19417476,,,0.16653128,78.67047308,0.13593285,84.08366534,,,,,0.00350783,0.18881119,0.43076923,0.38041958,0.05147059,130.05778406639277,131.71203633153385,126.06810293268315,"Brad Hand",9111,543272
"Bryan Garcia","DET",20.1,0.40740741,0.13636364,0.18518519,0.40740741,0.40740741,0.49211356,92.92307692,0.23659306,85.61333333,,,,,0.27129338,85.77647059,,,,,,0.18518519,0.40740741,0.40740741,0.04545455,91.05195362705992,135.6362068336379,126.1533610622381,"Bryan Garcia",19457,650530
"Jefry Rodriguez","- - -",86.1,0.45384615,0.13333333,0.2,0.45384615,0.34615385,0.67647059,94.39130435,,,,,0.22794118,80.92375367,0.09558824,88.85314685,,,,,0.01135605,0.2,0.45384615,0.34615385,0.08888889,125.50689888475702,124.21245719336535,126.16507569894529,"Jefry Rodriguez",17018,622446
"Artie Lewicki","DET",18.1,0.42647059,0.1,0.27941176,0.42647059,0.29411765,0.55238095,91.40804598,0.22857143,85.84722222,,,0.16190476,77.09803922,0.05714286,83.33333333,,,,,0.00316456,0.27941176,0.42647059,0.29411765,0.2,145.76504758013004,113.8958038927606,126.19889596003647,"Artie Lewicki",16731,592499
"Brock Stewart","LAD",45.2,0.4,0.17460317,0.16551724,0.4,0.43448276,0.63059701,92.58579882,0.1579602,85.1023622,,,,,0.21144279,81.57058824,,,,,0.01485149,0.16551724,0.4,0.43448276,0.0952381,147.72266890158744,148.05058748718858,126.21186669874231,"Brock Stewart",16727,592779
"Brock Burke","TEX",26.2,0.5,0.20689655,0.17777778,0.5,0.32222222,0.61764706,91.64285714,0.22689076,80.42592593,,,,,0.15546218,85.24324324,,,,,,0.17777778,0.5,0.32222222,0.13793103,147.3364591056837,137.15316884318074,126.29238470861252,"Brock Burke",17968,656271
"Robert Stephenson","CIN",105.2,0.3630363,0.12396694,0.23762376,0.3630363,0.39933993,0.554047,93.14339623,0.18276762,84.64571429,,,0.08250653,80.08227848,0.18067885,84.77456647,,,,,0.01249349,0.23762376,0.3630363,0.39933993,0.10743802,110.92461094158867,120.68948504397606,126.29512407641339,"Robert Stephenson",13594,596112
"Sean Nolin","- - -",48,0.37790698,0.13636364,0.23837209,0.37790698,0.38372093,0.50827423,88.18837209,0.06973995,82.22033898,0.11938534,83.04950495,0.12174941,73.55339806,0.18085106,77.81045752,,,,,0.00118064,0.23837209,0.37790698,0.38372093,0.10606061,157.61540384042263,134.04064644197243,126.4067620608638,"Sean Nolin",11341,543594
"Bryan Mitchell","- - -",97.1,0.49691358,0.11494253,0.2345679,0.49691358,0.26851852,0.53217822,94.51285047,,,0.20730198,91.06606607,0.20977723,81.07418398,0.05074257,87.84146341,,,,,0.00247525,0.2345679,0.49691358,0.26851852,0.11494253,106.57730254074566,122.94969423902064,126.43380790733012,"Bryan Mitchell",11479,571951
"Garrett Olson","- - -",217.2,0.36906377,0.11455108,0.192673,0.36906377,0.43826323,0.59683794,88.72483221,0.04874835,80.59036145,,,0.22345191,80.19505852,0.13096179,81.41991342,,,,,0.01068822,0.192673,0.36906377,0.43826323,0.11764706,153.1405154825604,130.22090530448756,126.52148559733868,"Garrett Olson",9889,457796
"Sam Hentges","CLE",41,0.44360902,0.08333333,0.19548872,0.44360902,0.36090226,0.5388601,93.81971154,0.22668394,85.77142857,,,0.22927461,79.93785311,0.00518135,87.5,,,,,,0.19548872,0.44360902,0.36090226,0.10416667,186.7365165777563,110.3230023596165,127.07129921462735,"Sam Hentges",18548,656529
"Eric Skoglund","KCR",98,0.39817629,0.12977099,0.20364742,0.39817629,0.39817629,0.61204819,90.92906404,0.03855422,85.5,,,0.23192771,80.27012987,0.11746988,84.97435897,,,,,,0.20364742,0.39817629,0.39817629,0.09923664,146.2244811801413,127.69674417174235,127.10410332629596,"Eric Skoglund",16155,607215
"Wes Benjamin","TEX",10,0.36111111,0.30769231,0.27777778,0.36111111,0.36111111,0.40837696,90.67948718,0.2565445,85.59183673,,,0.15183246,78.4137931,0.18324607,84.45714286,,,,,,0.27777778,0.36111111,0.36111111,0,243.6817839757973,187.5939168601166,127.18676864045386,"Wes Benjamin",19243,605138
"Tyler Gilbert","ARI",67.2,0.35849057,0.11827957,0.20283019,0.35849057,0.43867925,0.4032567,89.58669834,,,0.40517241,86.321513,0.09099617,75.92631579,0.0335249,80.22857143,0.06704981,81.7,,,0.00383142,0.20283019,0.35849057,0.43867925,0.07526882,106.4401158619512,129.01958871039298,127.21277538940375,"Tyler Gilbert",17964,656457
"Guillermo Moscoso","- - -",147.1,0.27118644,0.07114625,0.19279661,0.27118644,0.53601695,0.63669065,90.85404339,0.06514788,83.61006289,,,0.16866507,78.73989899,0.1294964,80.06312292,,,,,0.00199442,0.19279661,0.27118644,0.53601695,0.10671937,107.73081774344637,114.68854278629667,127.23946741504705,"Guillermo Moscoso",5106,446861
"Casey Lawrence","TOR",11.1,0.57446809,0.18181818,0.19148936,0.57446809,0.23404255,0.625,90.68333333,0.109375,81.52380952,,,0.05208333,77,0.21354167,82.31707317,,,,,0.02083333,0.19148936,0.57446809,0.23404255,0,181.96056047706034,138.51964305668812,127.35551559596581,"Casey Lawrence",11121,596271
"Aneury Rodriguez","HOU",46.1,0.27210884,0.11538462,0.19727891,0.27210884,0.53061224,0.69893899,90.47418738,0.20822281,78.62987013,,,0.02785146,75.42857143,0.06498674,83.93333333,,,,,0.0026455,0.19727891,0.27210884,0.53061224,0.15384615,143.26568153027358,135.06065525163356,127.47773789648468,"Aneury Rodriguez",8948,444553
"Justin Nicolino","MIA",177.1,0.4448,0.10047847,0.2208,0.4448,0.3344,0.54830287,89.23773842,,,0.15180903,86.0862069,0.11600149,76.46774194,0.18388661,82.15010142,,,,,0.00854383,0.2208,0.4448,0.3344,0.06220096,122.69664177052388,122.24553270448632,127.57299134403856,"Justin Nicolino",11754,592593
"Eddie Butler","- - -",192.2,0.47538462,0.14659686,0.23076923,0.47538462,0.29384615,0.63639182,93.14306641,0.15716057,87.67455621,,,0.08679479,80.78136201,0.11965282,87.21354167,,,,,0.0095414,0.23076923,0.47538462,0.29384615,0.09947644,124.43725826667773,129.1749512620635,127.6932078554703,"Eddie Butler",13453,572750
"Barry Enright","- - -",142,0.35654008,0.14285714,0.17088608,0.35654008,0.47257384,0.65229111,89.24496877,0.15004492,80.86322188,,,0.11769991,75.14173228,0.07996406,80.62643678,,,,,0.00669344,0.17088608,0.35654008,0.47257384,0.10267857,128.4001759228408,151.297297187315,127.69634231250564,"Barry Enright",2412,446264
"Luke French","- - -",142,0.30549898,0.08979592,0.19551935,0.30549898,0.49898167,0.63165014,86.59469154,0.15193868,78.65568862,,,,,0.21641118,76.46934461,,,,,0.01814962,0.19551935,0.30549898,0.49898167,0.11020408,122.50539855679455,127.08946058498354,127.69906587105957,"Luke French",7529,448287
"Alec Asher","- - -",86.1,0.3862069,0.1147541,0.19310345,0.3862069,0.42068966,0.56869446,90.5626506,0.1189337,83.6954023,0.09227614,88.17037037,0.10321258,79.13245033,0.11688312,82.06432749,,,,,0.00068353,0.19310345,0.3862069,0.42068966,0.1147541,151.63310326597878,119.93576640426565,127.73551671529482,"Alec Asher",13560,594742
"Robinson Tejeda","- - -",132,0.3325062,0.0952381,0.14640199,0.3325062,0.52109181,0.63556485,94.04147813,0.12008368,83.344,,,,,0.24435146,83.08015267,,,,,0.01239669,0.14640199,0.3325062,0.52109181,0.13333333,119.33207648749247,124.64350026959764,127.75276093798439,"Robinson Tejeda",2575,434565
"Kei Igawa","NYY",64.1,0.30044843,0.13392857,0.19730942,0.30044843,0.50224215,0.62532079,89.25911708,0.15911035,79.41304348,,,0.03250642,73.75862069,0.18306245,79.49152542,,,,,0.01350211,0.19730942,0.30044843,0.50224215,0.09821429,165.3570912293196,146.36138801990762,127.82268968495383,"Kei Igawa",7794,506432
"Thomas Diamond","CHC",13,0.23076923,0.0625,0.35897436,0.23076923,0.41025641,0.66920152,89.01136364,0.09885932,76.53846154,,,0.02281369,73.33333333,0.20912548,80.52727273,,,,,0.0295203,0.35897436,0.23076923,0.41025641,0.0625,200.85176248312786,114.32074808988642,127.89015872349927,"Thomas Diamond",8025,435080
"Sean O'Sullivan","- - -",299,0.39886578,0.13583138,0.19754253,0.39886578,0.40359168,0.57749004,90.4023505,0.13207171,79.2112462,0.00219124,86.54545455,0.13306773,76.45112782,0.15517928,78.55969191,,,,,0.01064249,0.19754253,0.39886578,0.40359168,0.07494145,148.87438699001103,142.32426577224575,127.92695809229451,"Sean O'Sullivan",9137,457711
"Bryan Hoeing","MIA",31.2,0.44036697,0.17777778,0.14678899,0.44036697,0.41284404,0.59141791,93.57413249,0.32649254,83.08,,,,,0.08208955,85.75,,,,,,0.14678899,0.44036697,0.41284404,0.02222222,184.6418885108684,153.5269884529947,127.9841999953905,"Bryan Hoeing",26304,663773
"Mitch Atkins","BAL",10.2,0.35555556,0.25,0.2,0.35555556,0.44444444,0.55411255,90.875,0.24675325,85.14285714,,,0.15151515,77.6,0.04761905,83.36363636,,,,,,0.2,0.35555556,0.44444444,0.05,200.8038923996867,211.20968518284604,128.07468839429947,"Mitch Atkins",8369,444444
"Jordan Hicks","STL",26.1,0.56521739,0.17647059,0.1884058,0.56521739,0.24637681,0.64777328,99.071875,0.29959514,84.02702703,,,,,,,0.05263158,92.07692308,,,,0.1884058,0.56521739,0.24637681,0.05882353,139.10385789237566,143.71121773300052,128.1023255248702,"Jordan Hicks",19618,663855
"Daniel McCutchen","PIT",79.1,0.39338235,0.13821138,0.15441176,0.39338235,0.45220588,0.58468677,90.02933333,0.13070379,83.04790419,,,0.04021655,78.10869565,,,0.24439288,81.91693291,,,0.01071155,0.15441176,0.39338235,0.45220588,0.08943089,136.63928739349876,150.7730765238018,128.13081519934747,"Daniel McCutchen",263,445216
"Vladimir Gutierrez","CIN",149,0.40958606,0.13989637,0.16993464,0.40958606,0.4204793,0.48100243,93.16218487,0.22190784,83.10018215,,,0.16491512,77.81127451,0.13217462,81.92966361,,,,,0.00121261,0.16993464,0.40958606,0.4204793,0.0880829,124.05608435240212,125.33968812584953,128.19252613530745,"Vladimir Gutierrez",19278,661269
"Yoslan Herrera","PIT",18.1,0.43835616,0.05263158,0.30136986,0.43835616,0.26027397,0.5915493,88.73684211,,,,,0.2,75.5915493,0.2084507,81.17567568,,,,,0.00837989,0.30136986,0.43835616,0.26027397,0.05263158,230.90516070059442,113.9575525651565,128.24034541653032,"Yoslan Herrera",7759,506648
"David Hess","- - -",169,0.33873874,0.18677043,0.1981982,0.33873874,0.46306306,0.59014133,92.3,0.2488797,81.43628809,,,0.06411582,73.74731183,0.09686315,84.3202847,,,,,0.00172354,0.1981982,0.33873874,0.46306306,0.10505837,137.22599389844842,143.30783982572595,128.3382944829102,"David Hess",16130,605276
"Fernando Nieve","NYM",36.2,0.34513274,0.11538462,0.19469027,0.34513274,0.46017699,0.64242424,92.22619048,0.11969697,82.42105263,,,0.11363636,76.7972973,0.12424242,83.48780488,,,,,0.01492537,0.19469027,0.34513274,0.46017699,0.07692308,104.02523223823108,138.0925511324874,128.34684929869567,"Fernando Nieve",2173,430588
"Clay Hensley","- - -",89.2,0.47096774,0.11111111,0.1516129,0.47096774,0.37741935,0.6033557,87.54883721,0.15234899,81.32727273,,,0.08053691,71.11965812,0.16375839,80.74678112,,,,,0.02036794,0.1516129,0.47096774,0.37741935,0.07692308,175.00195547180823,138.60139961637273,128.39737384915495,"Clay Hensley",4593,454535
"Chase De Jong","- - -",87.2,0.29225352,0.15151515,0.24295775,0.29225352,0.46478873,0.51581028,91.50383632,0.19631094,83.84899329,,,0.1884058,77.51929825,0.09947299,84.05960265,,,,,0.00527009,0.24295775,0.29225352,0.46478873,0.0530303,149.04663892211695,136.77263677120632,128.56027354104444,"Chase De Jong",15036,608328
"Brad Hennessey","SFG",23,0.32467532,0.15789474,0.18181818,0.32467532,0.49350649,0.56973294,88.41052632,0.28486647,83.96875,,,0.00593472,76,0.13946588,83.61702128,,,,,0.01173021,0.18181818,0.32467532,0.49350649,0.18421053,100.06473743435538,160.71849531646046,129.09545053679196,"Brad Hennessey",3720,430913
